Source Status,Severity,Created by,Last updated,Updated by,Date created,Source,Age in Days,Status,Classification,Risk Score,Risk Rating,Asset ID,Type,Sys ID,Last synced,Defender Solution,Definition,Target,Output,First Found,Last Found,Platform,product,members,Exception,Exception Request,Exception Type,Ex Valid,Platform Old,Category,Last sync data source,Flow State
Open,Low,system,04 Oct 2025 21:58:36,,11 Sep 2024 06:23:59,Defender,390,Open,Application,2.75,Low,i-08e15507e758acf15,,206a2da0216d8b3b3ff6ec4e53c888872ae0207f_openssl_openssl_3.0.12.0_CVE-2024-5535,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service, caused by a buffer over-read flaw in the SSL_select_next_proto API function when calling with an empty supported client protocols buffer. By sending a specially crafted request, a remote attacker could exploit this vulnerability to cause a crash or memory contents to be sent to the peer. This issue affects applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols. The function is typically used by TLS applications that support ALPN or NPN. ALPN is significantly more widely deployed than NPN. The vulnerability can lead to a loss of confidentiality, as up to 255 bytes of arbitrary private data from memory may be sent to the peer. However, this scenario is not typically under attacker control and requires a configuration or programming error in the calling application. The severity of this issue is assessed as Low, as it is most likely to affect applications using NPN instead of ALPN, which is not widely used. Active exploitation is unlikely due to the lack of attacker control. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected. No new releases of OpenSSL are issued at this time, and the fix will be included in the next releases. Impact: The vulnerability in OpenSSL can be exploited by a remote attacker to cause a denial of service by crashing the application or sending memory contents to the peer. This can result in unexpected application behavior, a crash, or a loss of confidentiality. Up to 255 bytes of arbitrary private data from memory may be exposed to the peer. However, this vulnerability only affects applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols. The severity of this issue is assessed as Low, as it requires a configuration or programming error in the calling application and is unlikely to be actively exploited. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsis30.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:15:17,,11 Sep 2024 06:05:47,Defender,390,Open,Application,2.75,Low,i-08e15507e758acf15,,206a2da0216d8b3b3ff6ec4e53c888872ae0207f_openssl_openssl_3.2.1.0_CVE-2024-5535,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service, caused by a buffer over-read flaw in the SSL_select_next_proto API function when calling with an empty supported client protocols buffer. By sending a specially crafted request, a remote attacker could exploit this vulnerability to cause a crash or memory contents to be sent to the peer. This issue affects applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols. The function is typically used by TLS applications that support ALPN or NPN. ALPN is significantly more widely deployed than NPN. The vulnerability can lead to a loss of confidentiality, as up to 255 bytes of arbitrary private data from memory may be sent to the peer. However, this scenario is not typically under attacker control and requires a configuration or programming error in the calling application. The severity of this issue is assessed as Low, as it is most likely to affect applications using NPN instead of ALPN, which is not widely used. Active exploitation is unlikely due to the lack of attacker control. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected. No new releases of OpenSSL are issued at this time, and the fix will be included in the next releases. Impact: The vulnerability in OpenSSL can be exploited by a remote attacker to cause a denial of service by crashing the application or sending memory contents to the peer. This can result in unexpected application behavior, a crash, or a loss of confidentiality. Up to 255 bytes of arbitrary private data from memory may be exposed to the peer. However, this vulnerability only affects applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols. The severity of this issue is assessed as Low, as it requires a configuration or programming error in the calling application and is unlikely to be actively exploited. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsis30.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:17:38,,11 Sep 2024 05:40:38,Defender,390,Open,Application,2.27,Low,i-08e15507e758acf15,,206a2da0216d8b3b3ff6ec4e53c888872ae0207f_openssl_openssl_3.2.1.0_CVE-2024-4603,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service attack due to improper input validation by the EVP_PKEY_param_check() and EVP_PKEY_public_check() functions. Applications that use these functions to check DSA public keys or parameters may experience long delays, potentially leading to a denial of service. The issue arises when checking excessively long DSA keys or parameters obtained from an untrusted source. The computations performed by these functions can be slow if the modulus (p parameter) is too large. Although OpenSSL restricts the use of public keys with a modulus over 10,000 bits for signature verification, the key and parameter check functions do not enforce this limit. Only applications directly calling these functions or using the OpenSSL pkey and pkeyparam command line applications with the -check option are vulnerable. The OpenSSL SSL/TLS implementation is not affected, but the OpenSSL 3.0 and 3.1 FIPS providers are. Impact: A remote attacker can exploit this vulnerability to cause long delays in applications that use the EVP_PKEY_param_check() or EVP_PKEY_public_check() functions, potentially resulting in a denial of service. This can occur when checking DSA public keys or parameters obtained from an untrusted source. By supplying excessively long DSA keys or parameters, the attacker can cause the computations performed by these functions to take a long time, leading to delays in the applications execution. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsis30.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:06:26,,11 Sep 2024 07:24:18,Defender,390,Open,Application,2.27,Low,i-08e15507e758acf15,,206a2da0216d8b3b3ff6ec4e53c888872ae0207f_openssl_openssl_3.0.12.0_CVE-2024-4603,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service attack due to improper input validation by the EVP_PKEY_param_check() and EVP_PKEY_public_check() functions. Applications that use these functions to check DSA public keys or parameters may experience long delays, potentially leading to a denial of service. The issue arises when checking excessively long DSA keys or parameters obtained from an untrusted source. The computations performed by these functions can be slow if the modulus (p parameter) is too large. Although OpenSSL restricts the use of public keys with a modulus over 10,000 bits for signature verification, the key and parameter check functions do not enforce this limit. Only applications directly calling these functions or using the OpenSSL pkey and pkeyparam command line applications with the -check option are vulnerable. The OpenSSL SSL/TLS implementation is not affected, but the OpenSSL 3.0 and 3.1 FIPS providers are. Impact: A remote attacker can exploit this vulnerability to cause long delays in applications that use the EVP_PKEY_param_check() or EVP_PKEY_public_check() functions, potentially resulting in a denial of service. This can occur when checking DSA public keys or parameters obtained from an untrusted source. By supplying excessively long DSA keys or parameters, the attacker can cause the computations performed by these functions to take a long time, leading to delays in the applications execution. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsis30.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:47:35,,09 Jul 2024 01:45:09,Defender,399,Open,Application,2.27,Low,i-08e15507e758acf15,,206a2da0216d8b3b3ff6ec4e53c888872ae0207f_openssl_openssl_3.2.1.0_CVE-2024-2511,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service due to improper server configuration validation. By exploiting certain server configurations, an attacker can cause unbounded memory growth, resulting in a denial of service condition. This vulnerability affects TLS servers supporting TLSv1.3 and does not affect TLS clients. The FIPS modules in versions 3.2, 3.1, and 3.0, as well as OpenSSL 1.0.2, are not affected. Impact: An attacker can exploit certain server configurations to trigger unbounded memory growth, leading to a denial of service. This can occur in TLSv1.3 if the non-default SSL_OP_NO_TICKET option is used (excluding when early_data support is also configured and the default anti-replay protection is in use). Under specific conditions, the session cache can enter an incorrect state and fail to flush properly, causing it to grow in an unbounded manner. A malicious client can intentionally create this scenario to force a denial of service, or it may occur accidentally during normal operation. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsis30.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:00:04,,09 Jul 2024 01:44:32,Defender,399,Open,Application,1.9,Low,i-08e15507e758acf15,,206a2da0216d8b3b3ff6ec4e53c888872ae0207f_openssl_openssl_3.0.12.0_CVE-2023-6237,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: Multiple vulnerabilities have been discovered in OpenSSL, a remote attacker could exploit these vulnerabilities to cause a denial of service or execute arbitrary code. The vulnerabilities include excessively long X9.42 DH keys, POLY1304 MAC on the PowerPC architecture, excessively long RSA public keys, and certain malformed PKCS12 files. The impact of these vulnerabilities could result in resource consumption, system crashes, and potential execution of arbitrary code. Users are advised to update their systems to the following package versions: libssl1.1 - 1.1.1f-1ubuntu2.21, libssl-dev - 1.1.1f-1ubuntu2.21, openssl - 1.1.1f-1ubuntu2.21, libssl-doc - 1.1.1f-1ubuntu2.21. Impact: If these vulnerabilities are exploited, it could lead to a denial of service, system crashes, and potential execution of arbitrary code. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsis30.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:11:41,,09 Jul 2024 01:44:05,Defender,399,Open,Application,2.27,Low,i-08e15507e758acf15,,206a2da0216d8b3b3ff6ec4e53c888872ae0207f_openssl_openssl_3.0.12.0_CVE-2024-2511,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service due to improper server configuration validation. By exploiting certain server configurations, an attacker can cause unbounded memory growth, resulting in a denial of service condition. This vulnerability affects TLS servers supporting TLSv1.3 and does not affect TLS clients. The FIPS modules in versions 3.2, 3.1, and 3.0, as well as OpenSSL 1.0.2, are not affected. Impact: An attacker can exploit certain server configurations to trigger unbounded memory growth, leading to a denial of service. This can occur in TLSv1.3 if the non-default SSL_OP_NO_TICKET option is used (excluding when early_data support is also configured and the default anti-replay protection is in use). Under specific conditions, the session cache can enter an incorrect state and fail to flush properly, causing it to grow in an unbounded manner. A malicious client can intentionally create this scenario to force a denial of service, or it may occur accidentally during normal operation. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsis30.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:51:32,,09 Jul 2024 01:40:19,Defender,399,Open,Application,1.9,Low,i-08e15507e758acf15,,206a2da0216d8b3b3ff6ec4e53c888872ae0207f_openssl_openssl_3.0.12.0_CVE-2024-0727,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL contains a vulnerability (CVE-2024-0727) where processing a maliciously formatted PKCS12 file can lead to a crash due to a NULL pointer dereference. This issue affects applications using OpenSSL APIs such as PKCS12_parse(), PKCS12_unpack_p7data(), PKCS12_unpack_p7encdata(), PKCS12_unpack_authsafes(), and PKCS12_newpass() to process PKCS12 files from untrusted sources. The crash results in a potential Denial of Service (DoS) attack. Impact: Exploitation of this vulnerability can cause applications to terminate abruptly, leading to a Denial of Service condition. This impacts the availability of services relying on OpenSSL for PKCS12 file processing. AdditionalInformation: The vulnerability does not affect FIPS modules in OpenSSL versions 3.2, 3.1, and 3.0. A similar issue in SMIME_write_PKCS7() was addressed but is not considered security significant. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsis30.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:00:16,,09 Jul 2024 01:34:02,Defender,399,Open,Application,2.27,Low,i-08e15507e758acf15,,206a2da0216d8b3b3ff6ec4e53c888872ae0207f_openssl_openssl_3.0.12.0_CVE-2023-5678,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is affected by a vulnerability (CVE-2023-5678) where generating or checking excessively long X9.42 DH keys or parameters can result in significant delays. Functions such as DH_generate_key(), DH_check_pub_key(), DH_check_pub_key_ex(), EVP_PKEY_public_check(), and EVP_PKEY_generate() are impacted. Applications using these functions with untrusted sources may be susceptible to Denial of Service (DoS) attacks. Additionally, OpenSSL command-line tools like pkey with the -pubcheck option and genpkey are vulnerable. However, the OpenSSL SSL/TLS implementation and FIPS providers for versions 3.0 and 3.1 are not affected. Impact: Exploitation of this vulnerability can lead to Denial of Service conditions, causing applications to hang or crash when processing maliciously crafted DH keys or parameters. AdditionalInformation: The vulnerability arises due to insufficient checks for excessively large P and Q parameters in DH_check_pub_key() and DH_generate_key(). Applications relying on these functions or related OpenSSL functions may inherit the vulnerability. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsis30.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Medium,system,04 Oct 2025 22:29:01,,10 Sep 2025 18:47:51,Defender,25,Open,Database,3.98,Low,i-003d1990c8583d9f7,,71e7d9a791d7bec1eace1f22826cf1de26eec7b1_microsoft_sql_server_2019_15.0.4430.1_CVE-2025-47997,10/04/2025,Update Microsoft Sql Server 2019 to version 15.0.4445.1,"Summary: A race condition vulnerability exists in Microsoft SQL Server due to improper synchronization during concurrent execution using shared resources. This flaw allows an authenticated attacker to disclose sensitive information over a network. Impact: Exploitation of this vulnerability could lead to unauthorized disclosure of sensitive information, potentially compromising data confidentiality. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql30.pmintl.net,,09/09/2025,10/03/2025,TPE,,,,,,,,microsoft sql server,1562092342772383744,
Open,Low,system,04 Oct 2025 22:24:47,,24 Apr 2025 19:44:38,Defender,164,Open,Application,2.27,Low,i-003d1990c8583d9f7,,71e7d9a791d7bec1eace1f22826cf1de26eec7b1_openssl_openssl_3.0.13.0_CVE-2024-9143,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL contains a vulnerability (CVE-2024-9143) in its low-level GF(2^m) elliptic curve APIs, specifically when handling untrusted explicit values for the field polynomial. This flaw can lead to out-of-bounds memory reads or writes, potentially causing application crashes or enabling remote code execution. The affected APIs include EC_GROUP_new_curve_GF2m(), EC_GROUP_new_from_params(), and various BN_GF2m_*() functions. Applications using exotic explicit binary (GF(2^m)) curve parameters that allow invalid field polynomials with a zero constant term are susceptible to this issue. However, protocols using named curves or X9.62 encoding for binary curves are not vulnerable, reducing the likelihood of exploitation. Impact: Exploitation of this vulnerability could result in application crashes or remote code execution, posing risks to system integrity and availability. The likelihood of exploitation is low due to the limited use of exotic curve encodings. AdditionalInformation: The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are confirmed not to be affected by this vulnerability. Applications processing X.509 certificates are also not susceptible due to the use of X9.62 encoding. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql30.pmintl.net,,04/24/2025,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:53:00,,24 Apr 2025 19:42:41,Defender,164,Open,Application,1.53,Low,i-003d1990c8583d9f7,,71e7d9a791d7bec1eace1f22826cf1de26eec7b1_openssl_openssl_3.0.13.0_CVE-2024-13176,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: A timing side-channel vulnerability (CVE-2024-13176) exists in the ECDSA signature computation within OpenSSL, potentially allowing an attacker to recover private key information. This issue arises due to a timing signal of approximately 300 nanoseconds when the top word of the inverted ECDSA nonce value is zero, which occurs with significant probability for certain elliptic curves, particularly the NIST P-521 curve. Exploitation requires either local access to the signing application or a very fast, low-latency network connection. The vulnerability affects FIPS modules in OpenSSL versions 3.4, 3.3, 3.2, 3.1, and 3.0. Impact: If exploited, this vulnerability could allow an attacker to recover private key information, potentially compromising the confidentiality of cryptographic operations. The risk is mitigated by the requirement for local access or a high-speed, low-latency network connection. AdditionalInformation: The vulnerability is classified as having a low severity due to the specific conditions required for successful exploitation. It was discovered by George Pantelakis and Alicja Kario. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql30.pmintl.net,,04/24/2025,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Medium,system,04 Oct 2025 22:24:38,,31 Oct 2024 00:01:08,Defender,340,Open,Application,3.61,Low,i-003d1990c8583d9f7,,71e7d9a791d7bec1eace1f22826cf1de26eec7b1_openssl_openssl_3.0.13.0_CVE-2024-6119,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service attack due to an error when performing certificate name checks. This vulnerability can be exploited by sending a specially crafted request, which can result in abnormal termination of the application process. The issue affects applications that perform certificate name checks, such as TLS clients checking server certificates. It occurs when comparing the expected name with an otherName subject alternative name of an X.509 certificate. The severity of the issue is moderate as TLS servers are generally not affected. However, if an application specifies an expected DNS name, Email address, or IP address, a denial of service can occur. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected. Impact: The vulnerability can cause abnormal termination of an application, leading to a denial of service. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql30.pmintl.net,,10/29/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:02:19,,11 Sep 2024 07:00:46,Defender,390,Open,Application,2.27,Low,i-003d1990c8583d9f7,,71e7d9a791d7bec1eace1f22826cf1de26eec7b1_openssl_openssl_3.0.13.0_CVE-2024-4603,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service attack due to improper input validation by the EVP_PKEY_param_check() and EVP_PKEY_public_check() functions. Applications that use these functions to check DSA public keys or parameters may experience long delays, potentially leading to a denial of service. The issue arises when checking excessively long DSA keys or parameters obtained from an untrusted source. The computations performed by these functions can be slow if the modulus (p parameter) is too large. Although OpenSSL restricts the use of public keys with a modulus over 10,000 bits for signature verification, the key and parameter check functions do not enforce this limit. Only applications directly calling these functions or using the OpenSSL pkey and pkeyparam command line applications with the -check option are vulnerable. The OpenSSL SSL/TLS implementation is not affected, but the OpenSSL 3.0 and 3.1 FIPS providers are. Impact: A remote attacker can exploit this vulnerability to cause long delays in applications that use the EVP_PKEY_param_check() or EVP_PKEY_public_check() functions, potentially resulting in a denial of service. This can occur when checking DSA public keys or parameters obtained from an untrusted source. By supplying excessively long DSA keys or parameters, the attacker can cause the computations performed by these functions to take a long time, leading to delays in the applications execution. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql30.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:55:29,,11 Sep 2024 06:23:16,Defender,390,Open,Application,2.75,Low,i-003d1990c8583d9f7,,71e7d9a791d7bec1eace1f22826cf1de26eec7b1_openssl_openssl_3.0.13.0_CVE-2024-5535,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service, caused by a buffer over-read flaw in the SSL_select_next_proto API function when calling with an empty supported client protocols buffer. By sending a specially crafted request, a remote attacker could exploit this vulnerability to cause a crash or memory contents to be sent to the peer. This issue affects applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols. The function is typically used by TLS applications that support ALPN or NPN. ALPN is significantly more widely deployed than NPN. The vulnerability can lead to a loss of confidentiality, as up to 255 bytes of arbitrary private data from memory may be sent to the peer. However, this scenario is not typically under attacker control and requires a configuration or programming error in the calling application. The severity of this issue is assessed as Low, as it is most likely to affect applications using NPN instead of ALPN, which is not widely used. Active exploitation is unlikely due to the lack of attacker control. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected. No new releases of OpenSSL are issued at this time, and the fix will be included in the next releases. Impact: The vulnerability in OpenSSL can be exploited by a remote attacker to cause a denial of service by crashing the application or sending memory contents to the peer. This can result in unexpected application behavior, a crash, or a loss of confidentiality. Up to 255 bytes of arbitrary private data from memory may be exposed to the peer. However, this vulnerability only affects applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols. The severity of this issue is assessed as Low, as it requires a configuration or programming error in the calling application and is unlikely to be actively exploited. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql30.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:08:28,,11 Sep 2024 06:20:37,Defender,389,Open,Application,2.27,Low,i-003d1990c8583d9f7,,71e7d9a791d7bec1eace1f22826cf1de26eec7b1_openssl_openssl_3.0.13.0_CVE-2024-4741,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to multiple security issues that could allow remote attackers to execute arbitrary code, cause denial of service, or obtain sensitive information. These vulnerabilities include a use-after-free flaw in the SSL_free_buffers API function, incorrect handling of TLSv1.3 sessions, checking excessively long DSA keys or parameters, and certain memory operations in a rarely-used API. An attacker could exploit these vulnerabilities by sending specially crafted requests or manipulating certain API functions. The impact of these vulnerabilities ranges from arbitrary code execution and denial of service to information disclosure. The affected versions include libssl-dev 1.1.1f-1ubuntu2.23, libssl-doc 1.1.1f-1ubuntu2.23, libssl1.1 1.1.1f-1ubuntu2.23, and openssl 1.1.1f-1ubuntu2.23. Package updates are available to address these vulnerabilities. Impact: If these vulnerabilities are exploited, an attacker could execute arbitrary code on the system, cause a denial of service condition, or obtain sensitive information. This could lead to unauthorized access, data breaches, system crashes, and loss of confidentiality. AdditionalInformation: These vulnerabilities have been assigned CVE-2024-2511, CVE-2024-4603, CVE-2024-4741, and CVE-2024-5535. The impact severity varies depending on the specific vulnerability, with some being more critical than others. The OpenSSL API function SSL_select_next_proto is particularly affected, and applications using NPN instead of ALPN are more likely to be vulnerable. However, active exploitation is unlikely due to the specific conditions required for successful attacks. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected by these vulnerabilities. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql30.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:23:22,,09 Jul 2024 01:46:03,Defender,399,Open,Application,2.27,Low,i-003d1990c8583d9f7,,71e7d9a791d7bec1eace1f22826cf1de26eec7b1_openssl_openssl_3.0.13.0_CVE-2024-2511,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service due to improper server configuration validation. By exploiting certain server configurations, an attacker can cause unbounded memory growth, resulting in a denial of service condition. This vulnerability affects TLS servers supporting TLSv1.3 and does not affect TLS clients. The FIPS modules in versions 3.2, 3.1, and 3.0, as well as OpenSSL 1.0.2, are not affected. Impact: An attacker can exploit certain server configurations to trigger unbounded memory growth, leading to a denial of service. This can occur in TLSv1.3 if the non-default SSL_OP_NO_TICKET option is used (excluding when early_data support is also configured and the default anti-replay protection is in use). Under specific conditions, the session cache can enter an incorrect state and fail to flush properly, causing it to grow in an unbounded manner. A malicious client can intentionally create this scenario to force a denial of service, or it may occur accidentally during normal operation. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql30.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Medium,system,04 Oct 2025 22:24:54,,10 Sep 2025 18:38:32,Defender,25,Open,Database,3.98,Low,i-02c50969083a04a7e,,7a49b98e36fe07d50280d719be97bb4e85fbb70f_microsoft_sql_server_2019_15.0.4430.1_CVE-2025-47997,10/04/2025,Update Microsoft Sql Server 2019 to version 15.0.4445.1,"Summary: A race condition vulnerability exists in Microsoft SQL Server due to improper synchronization during concurrent execution using shared resources. This flaw allows an authenticated attacker to disclose sensitive information over a network. Impact: Exploitation of this vulnerability could lead to unauthorized disclosure of sensitive information, potentially compromising data confidentiality. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsas30.pmintl.net,,09/09/2025,10/03/2025,TPE,,,,,,,,microsoft sql server,1562092342772383744,
Open,Low,system,04 Oct 2025 21:55:06,,09 Jul 2024 01:46:30,Defender,399,Open,Application,2.27,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2023-5678,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is affected by a vulnerability (CVE-2023-5678) where generating or checking excessively long X9.42 DH keys or parameters can result in significant delays. Functions such as DH_generate_key(), DH_check_pub_key(), DH_check_pub_key_ex(), EVP_PKEY_public_check(), and EVP_PKEY_generate() are impacted. Applications using these functions with untrusted sources may be susceptible to Denial of Service (DoS) attacks. Additionally, OpenSSL command-line tools like pkey with the -pubcheck option and genpkey are vulnerable. However, the OpenSSL SSL/TLS implementation and FIPS providers for versions 3.0 and 3.1 are not affected. Impact: Exploitation of this vulnerability can lead to Denial of Service conditions, causing applications to hang or crash when processing maliciously crafted DH keys or parameters. AdditionalInformation: The vulnerability arises due to insufficient checks for excessively large P and Q parameters in DH_check_pub_key() and DH_generate_key(). Applications relying on these functions or related OpenSSL functions may inherit the vulnerability. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:57:41,,24 Apr 2025 20:13:39,Defender,164,Open,Application,1.53,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2024-13176,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: A timing side-channel vulnerability (CVE-2024-13176) exists in the ECDSA signature computation within OpenSSL, potentially allowing an attacker to recover private key information. This issue arises due to a timing signal of approximately 300 nanoseconds when the top word of the inverted ECDSA nonce value is zero, which occurs with significant probability for certain elliptic curves, particularly the NIST P-521 curve. Exploitation requires either local access to the signing application or a very fast, low-latency network connection. The vulnerability affects FIPS modules in OpenSSL versions 3.4, 3.3, 3.2, 3.1, and 3.0. Impact: If exploited, this vulnerability could allow an attacker to recover private key information, potentially compromising the confidentiality of cryptographic operations. The risk is mitigated by the requirement for local access or a high-speed, low-latency network connection. AdditionalInformation: The vulnerability is classified as having a low severity due to the specific conditions required for successful exploitation. It was discovered by George Pantelakis and Alicja Kario. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,04/24/2025,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:05:44,,24 Apr 2025 19:40:19,Defender,164,Open,Application,2.27,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2024-9143,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL contains a vulnerability (CVE-2024-9143) in its low-level GF(2^m) elliptic curve APIs, specifically when handling untrusted explicit values for the field polynomial. This flaw can lead to out-of-bounds memory reads or writes, potentially causing application crashes or enabling remote code execution. The affected APIs include EC_GROUP_new_curve_GF2m(), EC_GROUP_new_from_params(), and various BN_GF2m_*() functions. Applications using exotic explicit binary (GF(2^m)) curve parameters that allow invalid field polynomials with a zero constant term are susceptible to this issue. However, protocols using named curves or X9.62 encoding for binary curves are not vulnerable, reducing the likelihood of exploitation. Impact: Exploitation of this vulnerability could result in application crashes or remote code execution, posing risks to system integrity and availability. The likelihood of exploitation is low due to the limited use of exotic curve encodings. AdditionalInformation: The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are confirmed not to be affected by this vulnerability. Applications processing X.509 certificates are also not susceptible due to the use of X9.62 encoding. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,04/24/2025,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
